375 438 17932
290 435 18204
238 374 18114
278 302 18044
315 290 17898
324 238 18015
341 412 18171
349 374 18091
454 357 18092
282 380 18036
354 373 18007
354 420 18068
251 324 18077
375 327 17965
459 357 18028
396 332 17944
322 365 18095
414 342 18107
258 354 17847
328 371 18102
350 373 17992
353 373 18092
308 350 18002
451 365 18106
306 314 17968
350 398 18049
431 380 17987
424 503 18012
363 335 18056
509 279 18082
394 335 17948
420 386 18237
387 317 17909
408 430 18213
391 288 17900
326 379 18063
345 415 17920
359 427 18033
403 424 18027
213 371 18039
346 343 17977
353 367 18006
331 416 18047
402 402 18104
235 328 18039
467 277 17997
435 332 17915
376 370 17980
360 395 17984
390 351 18179
242 335 18082
222 337 18187
400 307 18076
382 335 18171
375 300 18036
259 373 18356
363 418 17922
298 365 18329
355 343 17953
406 346 18276
333 371 17960
312 396 18090
450 470 17991
349 275 17991
236 333 17936
290 304 17951
262 366 18017
369 367 17969
353 370 18069
272 408 17955
379 345 18035
332 347 18039
268 389 18127
258 385 17878
353 346 18154
307 398 17905
358 363 18033
349 295 17949
500 315 17933
283 331 18008
337 335 18000
345 414 18088
274 370 18044
278 402 18063
355 398 18000
322 315 17953
332 427 18020
353 394 17955
419 407 17992
310 308 18086
357 396 18029
360 343 18193
398 369 17956
328 322 18002
339 272 18008
346 424 17992
387 379 18094
385 365 18056
314 291 17973
434 366 17917
345 349 18115
331 294 18021
395 422 18040
350 443 18143
288 311 18023
310 347 18027
371 433 17980
353 346 17975
426 353 17995
395 386 18029
354 323 18095
420 360 18006
456 386 18047
407 359 17915
530 284 18086
311 398 17896
345 399 18063
366 420 17872
292 392 17959
363 268 17992
370 371 17980
333 345 18016
370 353 17985
418 270 18044
337 386 18041
320 395 18026
347 394 18066
337 306 18002
353 235 18136
420 288 18013
317 303 18092
327 434 17968
310 302 17969
303 284 17876
314 272 18283
280 453 18247
333 351 18138
422 389 18102
299 380 18010
324 319 17963
440 408 18296
339 392 18053
415 307 18218
359 390 17891
336 402 18279
320 406 18015
312 418 17972
446 316 17987
308 308 17989
295 370 17984
408 371 17975
306 396 17915
366 431 18173
362 450 17828
405 310 18032
319 335 18004
379 440 17951
300 416 18023
339 330 17952
259 302 17989
350 410 17999
345 355 18045
291 371 17943
358 349 18015
211 337 17875
247 287 17991
374 443 17968
430 394 18112
355 308 17968
444 357 18039
378 376 17920
385 410 18088
315 335 18039
332 396 17955
371 339 18036
307 411 18072
258 362 18051
327 385 18092
365 307 18048
328 277 17952
264 422 18064
427 430 17985
469 350 18077
259 335 17948
392 346 17993
331 408 18008
453 373 17983
365 371 17988
389 268 18035
369 367 18179
244 331 18076
395 314 18077
394 312 18047
416 316 18161
373 370 17931
399 335 18049
389 367 18024
398 346 17969
345 347 18035
462 375 18108
363 370 18047
442 323 18145
335 418 18082
271 328 17983
303 326 18066
366 407 18118
369 378 17867
407 291 17947
370 402 17963
284 382 18066
395 427 17928
308 391 18127
310 279 17814
304 310 17973
343 336 18057
376 439 17987
349 279 18057
343 399 18023
438 385 17952
353 449 18057
374 350 18059
316 366 18182
287 378 17931
299 336 18209
386 320 18039
385 288 18237
424 408 17948
438 335 18357
347 314 18115
369 261 18284
347 351 18075
375 327 18007
378 350 17926
359 339 18135
231 444 18011
342 354 18049
390 380 18035
335 392 17923
385 310 18011
267 378 18136
184 385 18068
303 420 18035
374 341 18032
435 341 17965
258 415 18002
346 320 18044
389 346 18049
343 346 17969
303 405 18052
314 402 18024
389 363 18039
423 332 18015
317 346 18000
303 366 18008
300 359 17968
362 322 18055
296 420 18036
395 336 17995
244 345 18082
264 307 17955
286 328 18167
380 365 18041
336 353 17991
290 303 18017
357 339 18136
414 373 18066
444 358 18039
300 315 17989
376 380 17959
328 358 18031
424 396 18021
369 333 17908
353 320 17964
262 379 17985
351 454 17933
327 373 18023
341 398 17993
472 419 18016
335 253 17985
389 355 18085
341 385 18012
386 355 18084
408 302 17908
382 376 18060
460 366 18001
295 378 17876
349 274 18072
314 359 18065
439 386 18024
408 472 18006
232 408 18100
430 482 17992
392 419 18076
405 298 17960
395 333 18048
236 392 18076
412 379 18096
319 311 17995
333 335 18157
298 349 18011
231 322 17976
330 342 17957
395 367 18094
296 382 17824
403 366 18039
337 408 18052
478 277 18118
304 378 18040
430 378 18156
450 366 18033
294 437 18329
266 399 18017
296 333 18228
416 294 18023
288 385 18248
302 370 17896
300 375 18081
354 275 17972
271 295 17997
272 367 18132
367 558 17917
367 390 17991
423 322 18021
369 451 18026
383 386 17891
349 422 18021
310 343 17993
206 339 17944
315 406 17908
240 317 17979
202 415 17957
271 300 18008
395 282 17943
376 314 18129
462 341 18061
405 410 17951
349 336 17871
379 339 18008
308 315 18012
328 391 17973
444 387 18036
370 394 18112
266 387 17979
430 354 18084
416 311 18032
358 383 17917
443 319 18035
337 358 18132
316 250 18007
283 407 18141
378 351 18055
433 357 18019
357 358 17951
349 402 17913
330 351 17964
426 379 18028
459 275 17904
319 347 18052
376 357 17919
320 365 18091
375 410 18010
402 380 18061
367 351 18079
228 438 18094
310 462 18032
476 370 18060
379 324 18010
414 476 18136
450 345 17859
531 407 18039
343 438 17872
506 294 17928
358 370 18015
466 292 18008
294 358 18019
365 296 18100
315 379 17980
399 376 18007
280 400 17965
345 350 18095
303 333 18048
412 298 18059
351 351 18019
323 317 18047
358 403 17988
308 339 18073
266 398 18021
347 323 18045
427 400 18057
283 295 18084
353 376 17858
412 382 18108
342 346 17964
282 375 18223
250 346 17937
304 284 18119
378 392 18053
390 351 18284
292 288 17948
320 365 18301
420 379 18000
316 258 18007
319 349 17935
394 419 18023
268 382 17940
283 408 18032
360 379 18053
367 315 17983
248 360 17987
312 322 17971
357 400 18007
337 360 17947
274 412 17942
427 346 18092
216 367 18015
391 406 17956
349 366 18066
267 335 17946
315 355 18033
287 464 18012
396 303 18021
308 266 17948
261 382 17996
410 363 17915
367 357 17996
358 351 17956
411 366 17931
292 380 17878
326 319 18044
454 406 18125
351 456 18063
317 336 18044
420 333 18006
320 390 17927
252 357 17911
389 347 18182
345 319 17976
288 328 18011
317 350 18098
396 376 17980
427 429 18024
342 290 17962
316 400 18016
345 355 18013
354 437 18027
253 360 18027
314 366 18219
248 341 17946
299 319 18080
423 311 18031
355 337 18053
412 240 17915
342 317 18154
474 395 18023
347 379 18253
351 382 18069
469 349 18112
337 339 18045
503 373 18065
394 337 17985
304 343 18043
326 398 17884
296 331 17989
373 311 17909
402 370 18053
474 360 18011
349 251 18049
283 351 18098
274 367 18104
178 354 18066
405 332 18040
349 324 18112
360 411 17981
272 378 18007
423 415 18012
360 346 18004
360 311 18057
373 351 18024
322 298 18136
267 379 17946
396 363 18236
350 376 17844
339 346 18421
337 320 18057
337 437 18383
351 398 18024
312 370 18227
317 274 18128
215 324 18040
227 365 18079
337 286 17951
316 336 17956
443 322 18001
310 420 18048
385 462 17993
469 320 17997
415 403 17999
251 369 17965
341 358 18048
234 408 17940
332 374 18106
274 337 18035
376 312 17963
335 353 17992
359 287 17878
394 299 17988
335 370 18068
418 342 18082
274 431 17968
371 400 18111
449 332 17947
346 398 18013
323 231 18001
284 390 17969
379 398 17969
410 391 18094
349 286 17962
376 327 18055
360 402 17979
304 376 18138
257 346 17936
395 291 17991
339 362 18052
426 446 18036
315 389 18056
442 371 17989
336 369 18079
295 419 18039
268 389 18122
311 367 18111
379 359 18031
310 336 18047
306 337 18029
387 416 18020
402 328 17983
296 287 18064
424 357 17917
442 429 18036
385 371 18205
326 435 17980
367 360 17871
524 392 18015
296 391 18013
351 434 18091
266 290 18044
378 350 17913
423 360 17991
312 429 18209
330 358 18032
359 357 18052
337 349 18031
322 391 18096
280 363 17948
374 357 18033
295 367 18000
451 374 17992
369 402 17905
392 398 17942
392 299 17979
380 332 18263
299 435 18048
378 312 18187
275 379 17963
336 341 18342
319 450 18013
371 351 18284
351 327 18082
389 387 18425
345 367 18104
331 365 18049
328 271 18066
379 398 18037
350 458 18045
300 378 18053
292 355 17933
345 371 18037
460 295 18057
350 378 17999
290 433 17924
336 355 18008
252 349 18055
275 316 18055
207 326 18057
369 375 18125
292 391 18037
347 308 18023
370 323 18118
349 399 18010
310 354 18079
454 382 18007
371 398 18006
304 294 18106
382 369 18112
300 396 18015
292 389 18019
298 362 17979
359 369 18085
396 444 18125
379 357 18035
346 376 17927
444 336 18036
354 304 18012
333 379 17923
258 403 18116
359 339 18111
375 319 17931
324 444 18085
365 369 18032
395 355 17931
395 398 18077
385 342 18111
299 255 18068
279 395 17911
311 382 18043
398 355 17953
357 242 17996
298 331 17977
394 375 17984
328 435 18088
355 288 18073
472 300 17999
349 374 17930
386 350 18081
330 341 18013
462 394 17952
339 345 18037
391 380 18035
431 407 18027
376 453 18036
447 500 17955
288 328 18116
351 430 17985
203 400 18147
258 379 18040
362 375 18033
398 327 17842
345 299 18019
266 402 17964
367 324 18118
278 275 17932
306 358 17917
291 387 17931
373 375 18103
350 358 17965
405 360 18244
331 287 17969
345 331 18189
292 399 17942
311 376 18156
336 188 18029
350 373 18322
375 345 18029
430 412 18071
363 375 17933
326 250 18103
324 292 18056
317 332 17993
294 392 18019
223 371 17944
376 248 18008
418 386 17924
346 347 17988
303 382 17988
291 414 18086
326 363 18012
331 405 18000
294 316 17959
174 328 17988
345 402 18047
292 323 18043
357 316 17932
346 350 18100
345 339 18077
283 294 17835
358 302 18002
396 337 18037
331 376 17995
342 366 18082
306 367 18024
400 412 18055
287 390 18163
274 339 18012
395 346 18031
435 360 17984
414 259 18065
292 314 17967
411 331 18068
385 483 18081
280 366 17973
266 386 18147
394 326 17962
395 343 18044
423 454 18112
399 439 18011
403 360 18116
288 385 18012
255 332 17887
327 402 18068
392 407 18048
323 367 17977
365 324 17880
326 317 17984
300 386 17926
385 336 18032
394 366 17903
341 263 18088
380 374 18044
439 322 18095
357 420 18033
560 370 18069
349 369 18039
324 390 17960
288 464 18081
370 365 18033
271 402 17977
383 376 18107
337 403 18057
386 403 18081
415 424 18073
362 332 18073
400 367 18029
292 278 18088
207 370 18060
437 339 17988
371 370 17997
333 370 18012
482 337 18055
326 453 18051
292 335 18069
386 345 18103
314 385 18098
324 290 18184
394 383 18026
373 308 18315
324 390 18122
427 326 18315
422 310 18059
282 406 18056
324 407 18047
324 362 18116
371 336 17949
374 358 17981
366 327 18019
422 262 17888
328 343 18041
294 358 17911
324 389 17899
405 379 18094
247 349 18037
435 316 17927
335 283 18116
378 367 17943
335 312 17898
362 418 18069
400 386 17931
385 371 17981
366 362 17933
420 380 18032
496 322 18071
292 387 18098
424 350 17858
363 453 17959
324 339 18075
407 433 18059
400 383 18096
483 294 18055
454 343 18103
354 360 18068
327 312 18001
391 327 18045
304 271 18124
355 434 18026
306 396 18024
363 341 18090
306 298 17985
314 391 18123
323 408 17981
416 459 18002
386 385 18104
315 353 18052
346 366 18147
365 363 17988
435 419 18035
370 360 18049
350 307 17949
346 312 18139
238 375 18043
291 308 17989
403 347 17946
294 406 17959
438 355 18045
347 415 18017
411 349 18051
316 335 18028
456 314 18002
380 346 18044
332 410 18131
379 419 17971
453 317 17879
379 357 17939
378 346 18041
253 412 18035
392 367 17997
407 349 17957
295 387 17992
369 349 18090
427 371 18048
399 410 18032
440 374 18092
376 346 18064
391 373 17984
266 374 17964
330 345 18073
363 374 17995
399 366 18082
319 402 18100
400 362 18104
316 420 18143
326 354 18213
451 385 17996
442 379 18364
300 410 18015
307 440 18292
449 347 18064
330 380 17913
270 315 17975
345 370 17991
274 379 18047
272 339 17920
430 324 18019
342 415 17871
359 351 17896
373 296 17919
299 327 18032
277 286 18013
310 386 18028
296 412 18036
349 317 18069
438 400 18032
394 362 18076
514 288 18016
349 390 18120
342 395 17987
427 290 18124
379 328 18020
