991 -295 17812
369 -216 17839
267 -277 17883
220 -256 17882
326 -174 17883
227 -260 17879
299 -244 17893
389 -295 17902
362 -247 17895
345 -249 17895
284 -215 17890
392 -218 17827
379 -289 17811
246 -284 17850
236 -282 17850
264 -256 17854
312 -179 17915
332 -272 17937
286 -161 17912
271 -195 17913
199 -227 17912
354 -200 17901
295 -248 17855
255 -207 17865
243 -203 17866
373 -179 17868
147 -128 17859
290 -203 17902
268 -277 17873
358 -272 17877
257 -140 17879
263 -264 17868
308 -240 17849
274 -235 17862
258 -213 17862
231 -136 17867
263 -247 17875
286 -311 17918
251 -273 17905
341 -192 17899
323 -233 17890
200 -313 17912
363 -317 17875
255 -220 17889
328 -231 17893
324 -260 17900
280 -183 17891
412 -327 17888
310 -179 17891
375 -183 17888
262 -203 17885
306 -208 17882
296 -208 17903
252 -192 17943
238 -188 17944
339 -183 17944
411 -212 17950
284 -215 17950
232 -218 17904
259 -288 17906
349 -252 17905
238 -296 17928
270 -176 17905
215 -207 17901
332 -143 17897
278 -165 17899
284 -190 17841
247 -299 17871
298 -315 17884
258 -138 17885
257 -206 17891
246 -160 17920
343 -160 17967
314 -264 18038
347 -198 18040
359 -248 18031
343 -158 18039
366 -163 17970
242 -277 17879
314 -264 17876
258 -238 17877
354 -199 17839
247 -231 17810
291 -206 17837
351 -293 17840
406 -222 17839
405 -190 17864
383 -212 17910
460 -240 17902
310 -248 17896
343 -171 17900
302 -203 17926
271 -257 17925
158 -215 17919
271 -208 17921
302 -231 17916
149 -253 17893
312 -164 17887
214 -219 17917
324 -225 17917
282 -260 17918
354 -229 17941
362 -178 17952
353 -277 17907
304 -178 17906
298 -178 17907
268 -193 17903
253 -245 17930
195 -167 17945
242 -191 17947
211 -289 17955
247 -312 17931
240 -158 17889
248 -191 17871
143 -204 17866
264 -203 17858
355 -291 17858
287 -200 17834
294 -202 17860
282 -239 17861
286 -219 17859
327 -232 17871
320 -236 17863
351 -248 17855
342 -303 17858
